Ticker,YahooTicker,YFinanceSector,YFinanceIndustry,MarketCap,SharesOutstanding,BookToPrice,EarningsYield,Leverage,DividendYield,RevenueGrowth,DataSource,WikiSector,WikiIndustry,CIK,Sector,Industry
ROST,ROST,Consumer Cyclical,Apparel Retail,73218228224.0,322148148.0,0.08479921496278756,0.029199982329814023,0.84241,0.79,0.122,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Apparel Retail
RSG,RSG,Industrials,Waste Management,64815919104.0,308956192.0,0.1852185485337331,0.03269936603269937,1.15348,0.011899999999999999,0.022,yfinance_info+wikipedia_sp500,,,,Industrials,Waste Management
RTX,RTX,Industrials,Aerospace & Defense,234673045504.0,1346683428.0,0.27893377230814687,0.030586479972454953,0.57229,0.015600000000000001,0.087,yfinance_info+wikipedia_sp500,,,,Industrials,Aerospace & Defense
RVTY,RVTY,Healthcare,Diagnostics & Research,9701174272.0,111803327.0,0.744185769605295,0.02374092428258615,0.46869,0.32,0.059,yfinance_info+wikipedia_sp500,,,,Healthcare,Diagnostics & Research
SBAC,SBAC,Real Estate,REIT - Specialty,23277516800.0,106062407.0,,0.044698592062696496,,0.022799999999999997,0.037,yfinance_info+wikipedia_sp500,,,,Real Estate,REIT - Specialty
SBUX,SBUX,Consumer Cyclical,Restaurants,112414728192.0,1139300000.0,,0.012161751292186074,,0.025099999999999997,0.055,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Restaurants
SCHW,SCHW,Financial Services,Capital Markets,155070627840.0,1738099441.0,0.31840680442982827,0.0568361581920904,0.6707299999999999,0.014499999999999999,0.158,yfinance_info+wikipedia_sp500,,,,Financial Services,Capital Markets
SHW,SHW,Basic Materials,Specialty Chemicals,83673538560.0,247362348.0,0.05528871379321822,0.030411607936037904,3.0606099999999996,0.95,0.056,yfinance_info+wikipedia_sp500,,,,Basic Materials,Specialty Chemicals
SJM,SJM,Consumer Defensive,Packaged Foods,10245703680.0,106648319.0,0.5108150529227381,-0.12272301446861664,1.43204,0.0458,0.07,yfinance_info+wikipedia_sp500,,,,Consumer Defensive,Packaged Foods
SLB,SLB,Energy,Oil & Gas Equipment & Services,84288634880.0,1501133298.0,0.31095277672122934,0.04042742653606411,0.42438000000000003,0.021,0.027,yfinance_info+wikipedia_sp500,,,,Energy,Oil & Gas Equipment & Services
SMCI,SMCI,Technology,Computer Hardware,17462013952.0,600481952.0,0.4014442841298998,0.04711141678129299,0.7528,,1.234,yfinance_info+wikipedia_sp500,,,,Technology,Computer Hardware
SNA,SNA,Industrials,Tools & Accessories,19602882560.0,51801916.0,0.30221710091838944,0.05121293800539083,0.21731,0.0258,0.052,yfinance_info+wikipedia_sp500,,,,Industrials,Tools & Accessories
SNDK,SNDK,Technology,Computer Hardware,146110201856.0,147600972.0,0.06971108450161559,-0.007495706637034044,0.0796,,0.612,yfinance_info+wikipedia_sp500,,,,Technology,Computer Hardware
SNPS,SNPS,Technology,Software - Infrastructure,95938101248.0,191562027.0,0.3186094659445829,0.012998682161255541,0.35579,,0.655,yfinance_info+wikipedia_sp500,,,,Technology,Software - Infrastructure
SO,SO,Utilities,Utilities - Regulated Electric,105391652864.0,1127304104.0,0.34419724236741756,0.04192961814097765,1.90586,0.0325,0.101,yfinance_info+wikipedia_sp500,,,,Utilities,Utilities - Regulated Electric
SOLV,SOLV,Healthcare,Medical Instruments & Supplies,11887739904.0,173405254.0,0.4247227006723445,0.12959719789842383,1.03941,,-0.037,yfinance_info+wikipedia_sp500,,,,Healthcare,Medical Instruments & Supplies
SPG,SPG,Real Estate,REIT - Retail,76570140672.0,324840186.0,0.07899184914705391,0.07039172797772918,4.35463,0.043,0.132,yfinance_info+wikipedia_sp500,,,,Real Estate,REIT - Retail
SPGI,SPGI,Financial Services,Financial Data & Stock Exchanges,130512855040.0,295979612.0,0.23849674736943452,0.033608828040935,0.37912,0.89,0.09,yfinance_info+wikipedia_sp500,,,,Financial Services,Financial Data & Stock Exchanges
SRE,SRE,Utilities,Utilities - Diversified,60890591232.0,653332556.0,0.5193455166251848,0.029506437768240343,0.8338500000000001,0.0282,-0.002,yfinance_info+wikipedia_sp500,,,,Utilities,Utilities - Diversified
STE,STE,Healthcare,Medical Devices,21769007104.0,98075025.0,0.3288142202943479,0.03228133453561767,0.28651,0.0111,0.092,yfinance_info+wikipedia_sp500,,,,Healthcare,Medical Devices
STLD,STLD,Basic Materials,Steel,32857878528.0,144722225.0,0.27249439158855593,0.04109528638828873,0.48123,0.9,0.191,yfinance_info+wikipedia_sp500,,,,Basic Materials,Steel
STT,STT,Financial Services,Asset Management,42015494144.0,276924993.0,0.577205807867927,0.06527796205386759,,0.0223,-0.028,yfinance_info+wikipedia_sp500,,,,Financial Services,Asset Management
STX,STX,Technology,Computer Hardware,131334873088.0,224025376.0,0.0035889126000369013,0.01509594882729211,10.466230000000001,0.5,0.215,yfinance_info+wikipedia_sp500,,,,Technology,Computer Hardware
STZ,STZ,Consumer Defensive,Beverages - Brewers,26862960640.0,172172544.0,0.2850769270109847,0.0616025641025641,1.33573,0.0264,-0.113,yfinance_info+wikipedia_sp500,,,,Consumer Defensive,Beverages - Brewers
SW,SW,Consumer Cyclical,Packaging & Containers,20949186560.0,524253964.0,0.8805305795502584,0.03328328328328328,0.8100700000000001,0.0453,0.005,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Packaging & Containers
SWK,SWK,Industrials,Tools & Accessories,11901152256.0,155286429.0,0.76204335218908,0.03457724425887265,0.70024,0.0433,-0.01,yfinance_info+wikipedia_sp500,,,,Industrials,Tools & Accessories
SWKS,SWKS,Technology,Semiconductors,9573340160.0,150405963.0,0.6034721130105329,0.041005498821681065,0.20714,0.0446,-0.031,yfinance_info+wikipedia_sp500,,,,Technology,Semiconductors
SYF,SYF,Financial Services,Credit Services,25709387776.0,336951336.0,0.5864219738881542,0.12660550458715597,,0.015700000000000002,0.061,yfinance_info+wikipedia_sp500,,,,Financial Services,Credit Services
SYK,SYK,Healthcare,Medical Devices,125431177216.0,382984253.0,0.1789685790234866,0.025587004976947273,0.7297100000000001,0.010700000000000001,0.114,yfinance_info+wikipedia_sp500,,,,Healthcare,Medical Devices
SYY,SYY,Consumer Defensive,Food Distribution,36666929152.0,478178260.0,0.06226489941447956,0.048458725182863115,6.402480000000001,0.0287,0.03,yfinance_info+wikipedia_sp500,,,,Consumer Defensive,Food Distribution
T,T,Communication Services,Telecom Services,182932226048.0,6965000000.0,0.599465648310409,0.11603053435114505,1.23266,0.0424,0.029,yfinance_info+wikipedia_sp500,,,,Communication Services,Telecom Services
TAP,TAP,Consumer Defensive,Beverages - Brewers,7990828544.0,175639344.0,1.2633836547465576,-0.2532987747408106,0.6177199999999999,0.0452,-0.027,yfinance_info+wikipedia_sp500,,,,Consumer Defensive,Beverages - Brewers
TDG,TDG,Industrials,Aerospace & Defense,64841818112.0,56473563.0,,0.02710376421815395,,,0.139,yfinance_info+wikipedia_sp500,,,,Industrials,Aerospace & Defense
TDY,TDY,Technology,Scientific & Technical Instruments,30045095936.0,46317285.0,0.35093574384077064,0.030400197323796018,0.23132999999999998,,0.076,yfinance_info+wikipedia_sp500,,,,Technology,Scientific & Technical Instruments
TECH,TECH,Healthcare,Biotechnology,8477422080.0,156453292.0,0.23809170640159313,0.009781304789148288,0.17449,0.59,-0.004,yfinance_info+wikipedia_sp500,,,,Healthcare,Biotechnology
TEL,TEL,Technology,Electronic Components,62991536128.0,292140932.0,0.20597661753437752,0.045604881911771554,0.42258,0.013600000000000001,0.145,yfinance_info+wikipedia_sp500,,,,Technology,Electronic Components
TER,TER,Technology,Semiconductor Equipment & Materials,65454362624.0,156559428.0,0.04284108173560018,0.008299846919249905,0.10131,0.12,0.439,yfinance_info+wikipedia_sp500,,,,Technology,Semiconductor Equipment & Materials
TFC,TFC,Financial Services,Banks - Regional,63203442688.0,1245879000.0,0.9410999425552594,0.07963729548590578,,0.040999999999999995,0.052,yfinance_info+wikipedia_sp500,,,,Financial Services,Banks - Regional
TGT,TGT,Consumer Defensive,Discount Stores,58536112128.0,452855589.0,0.2761643260589348,0.0628964876992109,1.25518,0.0353,-0.015,yfinance_info+wikipedia_sp500,,,,Consumer Defensive,Discount Stores
TJX,TJX,Consumer Cyclical,Apparel Retail,174376648704.0,1106810654.0,0.05861300528806533,0.03107686429344711,1.32375,0.012199999999999999,0.085,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Apparel Retail
TKO,TKO,Communication Services,Entertainment,13981470720.0,74967673.0,0.257688988459914,0.012117962466487935,0.43924,0.0167,0.119,yfinance_info+wikipedia_sp500,,,,Communication Services,Entertainment
TMO,TMO,Healthcare,Diagnostics & Research,174554267648.0,371621362.0,0.30222051689258556,0.038704732707415215,0.8290500000000001,0.37,0.062,yfinance_info+wikipedia_sp500,,,,Healthcare,Diagnostics & Research
TMUS,TMUS,Communication Services,Telecom Services,209133551616.0,1101862739.0,0.281791347596672,0.051211801896733404,2.08851,0.0215,0.113,yfinance_info+wikipedia_sp500,,,,Communication Services,Telecom Services
TPL,TPL,Energy,Oil & Gas E&P,30259136512.0,68941554.0,0.04821717478407626,0.015903032512360166,0.012190000000000001,0.55,0.139,yfinance_info+wikipedia_sp500,,,,Energy,Oil & Gas E&P
TPR,TPR,Consumer Cyclical,Luxury Goods,29856354304.0,202464223.0,0.018637330117474447,0.017684556857906646,7.15475,0.011000000000000001,0.14,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Luxury Goods
TRGP,TRGP,Energy,Oil & Gas Midstream,51736748032.0,214801969.0,0.05937928458650344,0.03531513565166812,5.4863,0.0177,-0.079,yfinance_info+wikipedia_sp500,,,,Energy,Oil & Gas Midstream
TRMB,TRMB,Technology,Scientific & Technical Instruments,15631175680.0,232088731.0,0.3671863479528333,0.026132145508537492,0.26749,,-0.014,yfinance_info+wikipedia_sp500,,,,Technology,Scientific & Technical Instruments
TROW,TROW,Financial Services,Asset Management,21602299904.0,217605891.0,0.5015949968507358,0.09327680193821926,0.03891,0.0525,0.06,yfinance_info+wikipedia_sp500,,,,Financial Services,Asset Management
TRV,TRV,Financial Services,Insurance - Property & Casualty,64373927936.0,212644693.0,0.4969840522787464,0.11069269646219403,0.28975,0.0165,0.01,yfinance_info+wikipedia_sp500,,,,Financial Services,Insurance - Property & Casualty
TSCO,TSCO,Consumer Cyclical,Specialty Retail,19338147840.0,526006314.0,0.13331517758368214,0.0552531301034295,2.54949,0.026099999999999998,0.036,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Specialty Retail
TSLA,TSLA,Consumer Cyclical,Auto Manufacturers,1413278859264.0,3755723871.0,0.058190272064543726,0.0028966250332181772,0.18738,,0.158,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Auto Manufacturers
TSN,TSN,Consumer Defensive,Farm Products,22543616000.0,282069961.0,0.7994689607375197,0.008745900359206622,0.46039,0.0319,0.051,yfinance_info+wikipedia_sp500,,,,Consumer Defensive,Farm Products
TT,TT,Industrials,Building Products & Equipment,107558207488.0,221122077.0,0.07963693204134621,0.0269931335060236,0.63247,0.86,0.056,yfinance_info+wikipedia_sp500,,,,Industrials,Building Products & Equipment
TTD,TTD,Communication Services,Advertising Agencies,11409169408.0,426989140.0,0.2177722163593102,0.03754693366708386,0.17562999999999998,,0.143,yfinance_info+wikipedia_sp500,,,,Communication Services,Advertising Agencies
TTWO,TTWO,Communication Services,Electronic Gaming & Multimedia,39025725440.0,185175456.0,0.08960853704116732,-0.10709371293001187,1.0044899999999999,,0.249,yfinance_info+wikipedia_sp500,,,,Communication Services,Electronic Gaming & Multimedia
TXN,TXN,Technology,Semiconductors,252197421056.0,910000000.0,0.06652593769806019,0.02110846503572202,0.83741,0.020499999999999997,0.186,yfinance_info+wikipedia_sp500,,,,Technology,Semiconductors
TXT,TXT,Industrials,Aerospace & Defense,15313738752.0,174098891.0,0.5136198633647895,0.05820827648931333,0.54375,0.09,0.156,yfinance_info+wikipedia_sp500,,,,Industrials,Aerospace & Defense
TYL,TYL,Technology,Software - Application,14702275584.0,42453700.0,0.2510598617594104,0.02110925942168816,0.17355,,0.063,yfinance_info+wikipedia_sp500,,,,Technology,Software - Application
UAL,UAL,Industrials,Airlines,30184984576.0,324569728.0,0.5223656057769457,0.12021505376344085,1.95081,,0.106,yfinance_info+wikipedia_sp500,,,,Industrials,Airlines
UBER,UBER,Technology,Software - Application,153617776640.0,2036824858.0,0.17520096251203982,0.06337084673097536,0.43805999999999995,,0.201,yfinance_info+wikipedia_sp500,,,,Technology,Software - Application
UDR,UDR,Real Estate,REIT - Residential,13090524160.0,328571965.0,0.2843255584509375,0.032499280989358635,1.44726,0.05,0.015,yfinance_info+wikipedia_sp500,,,,Real Estate,REIT - Residential
UHS,UHS,Healthcare,Medical Care Facilities,10640533504.0,53780983.0,0.6833954585364841,0.13249211356466878,0.69729,0.46,0.091,yfinance_info+wikipedia_sp500,,,,Healthcare,Medical Care Facilities
ULTA,ULTA,Consumer Cyclical,Specialty Retail,24429094912.0,43560416.0,0.1136424719192293,0.04590457434428431,0.77835,,0.118,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Specialty Retail
UNH,UNH,Healthcare,Healthcare Plans,322343043072.0,908213180.0,0.29266876451637075,0.03730418122393779,0.73982,0.024900000000000002,0.02,yfinance_info+wikipedia_sp500,,,,Healthcare,Healthcare Plans
UNP,UNP,Industrials,Railroads,159530745856.0,593713213.0,0.11585038293764827,0.04521771492370674,1.62246,0.020499999999999997,0.032,yfinance_info+wikipedia_sp500,,,,Industrials,Railroads
UPS,UPS,Industrials,Integrated Freight & Logistics,90931986432.0,745633402.0,0.178592795923798,0.061296953840403665,1.75884,0.0613,-0.032,yfinance_info+wikipedia_sp500,,,,Industrials,Integrated Freight & Logistics
URI,URI,Industrials,Rental & Leasing Services,61043429376.0,62646557.0,0.14586570002050725,0.04019868433205735,1.67473,0.81,0.072,yfinance_info+wikipedia_sp500,,,,Industrials,Rental & Leasing Services
USB,USB,Financial Services,Banks - Regional,86426902528.0,1555000000.0,0.6753687935718398,0.08582223821518531,,0.0371,0.046,yfinance_info+wikipedia_sp500,,,,Financial Services,Banks - Regional
V,V,Financial Services,Credit Services,596574011392.0,1681093942.0,0.06474694562758697,0.03438691745847069,0.54612,0.87,0.146,yfinance_info+wikipedia_sp500,,,,Financial Services,Credit Services
VICI,VICI,Real Estate,REIT - Diversified,30380666880.0,1068988999.0,0.9151301022163718,0.09183673469387754,0.6267900000000001,0.06269999999999999,0.038,yfinance_info+wikipedia_sp500,,,,Real Estate,REIT - Diversified
VLO,VLO,Energy,Oil & Gas Refining & Marketing,70525337600.0,298953671.0,0.336502004458315,0.032096671613313546,0.43988,0.0204,-0.021,yfinance_info+wikipedia_sp500,,,,Energy,Oil & Gas Refining & Marketing
VLTO,VLTO,Industrials,Pollution & Treatment Controls,21761982464.0,245565117.0,0.14105168133604154,0.04242834574588129,0.92692,0.59,0.038,yfinance_info+wikipedia_sp500,,,,Industrials,Pollution & Treatment Controls
VMC,VMC,Basic Materials,Building Materials,38138613760.0,130462251.0,0.22349436705914735,0.027904269524429075,0.57785,0.71,0.032,yfinance_info+wikipedia_sp500,,,,Basic Materials,Building Materials
VRSK,VRSK,Industrials,Consulting Services,23264385024.0,131000536.0,0.0125739062776233,0.036488541021453914,15.817950000000002,0.0113,,yfinance_info+wikipedia_sp500,,,,Industrials,Consulting Services
VRSN,VRSN,Technology,Software - Infrastructure,24497201152.0,91000000.0,,0.033618127786032695,,0.012,0.066,yfinance_info+wikipedia_sp500,,,,Technology,Software - Infrastructure
VRTX,VRTX,Healthcare,Biotechnology,109448445952.0,254359735.0,0.17079178645219772,0.035603895047526084,0.10908,,0.095,yfinance_info+wikipedia_sp500,,,,Healthcare,Biotechnology
VST,VST,Utilities,Utilities - Independent Power Producers,55640576000.0,338549292.0,0.04717370982734045,0.01332522056586553,3.9955000000000003,0.55,0.136,yfinance_info+wikipedia_sp500,,,,Utilities,Utilities - Independent Power Producers
VTR,VTR,Real Estate,REIT - Healthcare Facilities,39758229504.0,475463173.0,0.3154389048465926,0.006457785218847166,1.01996,0.024900000000000002,0.214,yfinance_info+wikipedia_sp500,,,,Real Estate,REIT - Healthcare Facilities
VTRS,VTRS,Healthcare,Drug Manufacturers - Specialty & Generic,16988900352.0,1164420909.0,0.875873947024341,-0.20562028786840303,0.9991,0.0329,0.05,yfinance_info+wikipedia_sp500,,,,Healthcare,Drug Manufacturers - Specialty & Generic
VZ,VZ,Communication Services,Telecom Services,193868398592.0,4180000000.0,0.5340664142561979,0.08753773178094004,1.7478,0.061,0.02,yfinance_info+wikipedia_sp500,,,,Communication Services,Telecom Services
WAB,WAB,Industrials,Railroads,45314031616.0,169677346.0,0.24455552156233804,0.02651089642776904,0.6203,0.4,0.13,yfinance_info+wikipedia_sp500,,,,Industrials,Railroads
WAT,WAT,Healthcare,Diagnostics & Research,30418538496.0,98165491.0,0.13880337059000872,0.034691967599315844,0.6028199999999999,,0.068,yfinance_info+wikipedia_sp500,,,,Healthcare,Diagnostics & Research
WBD,WBD,Communication Services,Entertainment,67858219008.0,2506768389.0,0.5350203165939922,0.010712966383450312,0.9891,,-0.057,yfinance_info+wikipedia_sp500,,,,Communication Services,Entertainment
WDAY,WDAY,Technology,Software - Application,30784188416.0,210000000.0,0.2515030007954788,0.021626586506346024,0.48956000000000005,,0.145,yfinance_info+wikipedia_sp500,,,,Technology,Software - Application
WDC,WDC,Technology,Computer Hardware,138127310848.0,339037922.0,0.051769807827367155,0.026188118811881187,0.65436,0.12,0.252,yfinance_info+wikipedia_sp500,,,,Technology,Computer Hardware
WEC,WEC,Utilities,Utilities - Regulated Electric,37325176832.0,325699608.0,0.36500000365,0.04197207678883071,1.5933099999999998,0.0332,0.111,yfinance_info+wikipedia_sp500,,,,Utilities,Utilities - Regulated Electric
WELL,WELL,Real Estate,REIT - Healthcare Facilities,147070746624.0,704530489.0,0.28975809169029715,0.006802395209580838,0.49488,0.014199999999999999,0.413,yfinance_info+wikipedia_sp500,,,,Real Estate,REIT - Healthcare Facilities
WFC,WFC,Financial Services,Banks - Diversified,243369869312.0,3064340053.0,0.6697809247062425,0.08146562578695542,,0.0227,0.057,yfinance_info+wikipedia_sp500,,,,Financial Services,Banks - Diversified
WM,WM,Industrials,Waste Management,92577660928.0,402913509.0,0.10801638176445841,0.029190084084869082,2.39385,0.0149,0.071,yfinance_info+wikipedia_sp500,,,,Industrials,Waste Management
WMB,WMB,Energy,Oil & Gas Midstream,88265818112.0,1222856952.0,0.14480464745303034,0.029648101967303962,1.9702600000000001,0.0291,0.087,yfinance_info+wikipedia_sp500,,,,Energy,Oil & Gas Midstream
WMT,WMT,Consumer Defensive,Discount Stores,1035591090176.0,7970990515.0,0.09622075658765787,0.02101293103448276,0.64443,0.76,0.056,yfinance_info+wikipedia_sp500,,,,Consumer Defensive,Discount Stores
WRB,WRB,Financial Services,Insurance - Property & Casualty,25947963392.0,390018996.0,0.38660757344132773,0.07094543814820381,0.31921,0.54,0.04,yfinance_info+wikipedia_sp500,,,,Financial Services,Insurance - Property & Casualty
WSM,WSM,Consumer Cyclical,Specialty Retail,22678507520.0,119016049.0,0.09201784741361295,0.04639202309105221,0.6995699999999999,0.016,-0.043,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Specialty Retail
WST,WST,Healthcare,Medical Instruments & Supplies,21629466624.0,70647595.0,0.14407825962222334,0.024399007055134567,0.10734,0.29,0.21,yfinance_info+wikipedia_sp500,,,,Healthcare,Medical Instruments & Supplies
WTW,WTW,Financial Services,Insurance Brokers,27203694592.0,94203101.0,0.29154761198453105,0.056476557884127476,0.8575499999999999,0.0134,-0.033,yfinance_info+wikipedia_sp500,,,,Financial Services,Insurance Brokers
WY,WY,Real Estate,REIT - Specialty,18047696896.0,721042609.0,0.5226527911409934,0.01797842588893328,0.60694,0.0336,-0.098,yfinance_info+wikipedia_sp500,,,,Real Estate,REIT - Specialty
WYNN,WYNN,Consumer Cyclical,Resorts & Casinos,11019615232.0,104043396.0,,0.029715150941610674,,0.95,0.015,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Resorts & Casinos
XEL,XEL,Utilities,Utilities - Regulated Electric,49402437632.0,624162193.0,0.4783196363316672,0.043209096651926716,1.52832,0.029900000000000003,0.141,yfinance_info+wikipedia_sp500,,,,Utilities,Utilities - Regulated Electric
XOM,XOM,Energy,Oil & Gas Integrated,618953244672.0,4156559415.0,0.4168222108216716,0.04499362030756833,0.18936,0.0277,-0.013,yfinance_info+wikipedia_sp500,,,,Energy,Oil & Gas Integrated
XYL,XYL,Industrials,Specialty Industrial Machinery,29531955200.0,240826446.0,0.38802899507862826,0.03227399967067347,0.21066,0.014199999999999999,0.063,yfinance_info+wikipedia_sp500,,,,Industrials,Specialty Industrial Machinery
XYZ,XYZ,Technology,Software - Infrastructure,43527045120.0,539103000.0,0.5148541603511223,0.02931732514309647,0.40444,,0.036,yfinance_info+wikipedia_sp500,,,,Technology,Software - Infrastructure
YUM,YUM,Consumer Cyclical,Restaurants,44306223104.0,276173275.0,,0.03462690291989019,,0.0187,0.065,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Restaurants
ZBH,ZBH,Healthcare,Medical Devices,17665116160.0,193569082.0,0.7117027923445547,0.03889984659215428,0.61971,0.0105,0.109,yfinance_info+wikipedia_sp500,,,,Healthcare,Medical Devices
ZBRA,ZBRA,Technology,Communication Equipment,11201442816.0,48362608.0,0.3177242807754887,0.03587896886390585,0.7516700000000001,,0.106,yfinance_info+wikipedia_sp500,,,,Technology,Communication Equipment
ZTS,ZTS,Healthcare,Drug Manufacturers - Specialty & Generic,49334067200.0,420517197.0,0.06707452449192725,0.05151022503636519,2.7958600000000002,0.0181,0.03,yfinance_info+wikipedia_sp500,,,,Healthcare,Drug Manufacturers - Specialty & Generic
